	Lemma	LemmaID	Number	Definite	Case	Form
5107	protagonist	protagonist	Sing	Def	Obl	protagonistului
5108	protagonist	protagonist	Plur	Bare	Dir	protagoniști
5109	protagonist	protagonist	Plur	Bare	Obl	protagoniști
5110	protagonist	protagonist	Plur	Def	Dir	protagoniștii
5111	protagonist	protagonist	Plur	Def	Obl	protagoniștilor
5112	pleoscăit	pleoscăit	Sing	Bare	Dir	pleoscăit
5113	pleoscăit	pleoscăit	Sing	Bare	Obl	pleoscăit
5114	pleoscăit	pleoscăit	Sing	Def	Dir	pleoscăitul
5115	pleoscăit	pleoscăit	Sing	Def	Obl	pleoscăitului
5116	pleoscăit	pleoscăit	Plur	Bare	Dir	pleoscăituri
5117	pleoscăit	pleoscăit	Plur	Bare	Obl	pleoscăituri
5118	pleoscăit	pleoscăit	Plur	Def	Dir	pleoscăiturile
5119	pleoscăit	pleoscăit	Plur	Def	Obl	pleoscăiturilor
5120	portal	portal	Sing	Bare	Dir	portal
5121	portal	portal	Sing	Bare	Obl	portal
5122	portal	portal	Sing	Def	Dir	portalul
5123	portal	portal	Sing	Def	Obl	portalului
5124	portal	portal	Plur	Bare	Dir	portaluri
5125	portal	portal	Plur	Bare	Obl	portaluri
5126	portal	portal	Plur	Def	Dir	portalurile
5127	portal	portal	Plur	Def	Obl	portalurilor
5128	sătean	sătean	Sing	Bare	Dir	sătean
5129	sătean	sătean	Sing	Bare	Obl	sătean
5130	sătean	sătean	Sing	Def	Dir	săteanul
5131	sătean	sătean	Sing	Def	Obl	săteanului
5132	sătean	sătean	Plur	Bare	Dir	săteni
5133	sătean	sătean	Plur	Bare	Obl	săteni
5134	sătean	sătean	Plur	Def	Dir	sătenii
5135	sătean	sătean	Plur	Def	Obl	sătenilor
5136	schelet	schelet	Sing	Bare	Dir	schelet
5137	schelet	schelet	Sing	Bare	Obl	schelet
5138	schelet	schelet	Sing	Def	Dir	scheletul
5139	schelet	schelet	Sing	Def	Obl	scheletului
5140	schelet	schelet	Plur	Bare	Dir	schelete
5141	schelet	schelet	Plur	Bare	Obl	schelete
5142	schelet	schelet	Plur	Def	Dir	scheletele
5143	schelet	schelet	Plur	Def	Obl	scheletelor
5144	alcool	alcool	Sing	Bare	Dir	alcool
5145	alcool	alcool	Sing	Bare	Obl	alcool
5146	alcool	alcool	Sing	Def	Dir	alcoolul
5147	alcool	alcool	Sing	Def	Obl	alcoolului
5148	alcool	alcool	Plur	Bare	Dir	alcooli
5149	alcool	alcool	Plur	Bare	Obl	alcooli
5150	alcool	alcool	Plur	Def	Dir	alcoolii
5151	alcool	alcool	Plur	Def	Obl	alcoolilor
5152	fulger	fulger	Sing	Bare	Dir	fulger
5153	fulger	fulger	Sing	Bare	Obl	fulger
5154	fulger	fulger	Sing	Def	Dir	fulgerul
5155	fulger	fulger	Sing	Def	Obl	fulgerului
5156	fulger	fulger	Plur	Bare	Dir	fulgere
5157	fulger	fulger	Plur	Bare	Obl	fulgere
5158	fulger	fulger	Plur	Def	Dir	fulgerele
5159	fulger	fulger	Plur	Def	Obl	fulgerelor
5160	talent	talent	Sing	Bare	Dir	talent
5161	talent	talent	Sing	Bare	Obl	talent
5162	talent	talent	Sing	Def	Dir	talentul
5163	talent	talent	Sing	Def	Obl	talentului
5164	talent	talent	Plur	Bare	Dir	talente
5165	talent	talent	Plur	Bare	Obl	talente
5166	talent	talent	Plur	Def	Dir	talentele
5167	talent	talent	Plur	Def	Obl	talentelor
5168	cuvânt	cuvânt	Sing	Bare	Dir	cuvânt
5169	cuvânt	cuvânt	Sing	Bare	Obl	cuvânt
5170	cuvânt	cuvânt	Sing	Def	Dir	cuvântul
5171	cuvânt	cuvânt	Sing	Def	Obl	cuvântului
5172	cuvânt	cuvânt	Plur	Bare	Dir	cuvinte
5173	cuvânt	cuvânt	Plur	Bare	Obl	cuvinte
5174	cuvânt	cuvânt	Plur	Def	Dir	cuvintele
5175	cuvânt	cuvânt	Plur	Def	Obl	cuvintelor
5176	studiere	studiere	Sing	Bare	Dir	studiere
5177	studiere	studiere	Sing	Bare	Obl	studieri
5178	studiere	studiere	Sing	Def	Dir	studierea
5179	studiere	studiere	Sing	Def	Obl	studierii
5180	studiere	studiere	Plur	Bare	Dir	studieri
5181	studiere	studiere	Plur	Bare	Obl	studieri
5182	studiere	studiere	Plur	Def	Dir	studierile
5183	studiere	studiere	Plur	Def	Obl	studierilor
5184	înălțime	înălțime	Sing	Bare	Dir	înălțime
5185	înălțime	înălțime	Sing	Bare	Obl	înălțimi
5186	înălțime	înălțime	Sing	Def	Dir	înălțimea
5187	înălțime	înălțime	Sing	Def	Obl	înălțimii
5188	înălțime	înălțime	Plur	Bare	Dir	înălțimi
5189	înălțime	înălțime	Plur	Bare	Obl	înălțimi
5190	înălțime	înălțime	Plur	Def	Dir	înălțimile
5191	înălțime	înălțime	Plur	Def	Obl	înălțimilor
5192	tablou	tablou	Sing	Bare	Dir	tablou
5193	tablou	tablou	Sing	Bare	Obl	tablou
5194	tablou	tablou	Sing	Def	Dir	tabloul
5195	tablou	tablou	Sing	Def	Obl	tabloului
5196	tablou	tablou	Plur	Bare	Dir	tablouri
5197	tablou	tablou	Plur	Bare	Obl	tablouri
5198	tablou	tablou	Plur	Def	Dir	tablourile
5199	tablou	tablou	Plur	Def	Obl	tablourilor
5200	tenor	tenor	Sing	Bare	Dir	tenor
5201	tenor	tenor	Sing	Bare	Obl	tenor
5202	tenor	tenor	Sing	Def	Dir	tenorul
5203	tenor	tenor	Sing	Def	Obl	tenorului
5204	tenor	tenor	Plur	Bare	Dir	tenori
5205	tenor	tenor	Plur	Bare	Obl	tenori
5206	tenor	tenor	Plur	Def	Dir	tenorii
5207	tenor	tenor	Plur	Def	Obl	tenorilor
5208	învățare	învățare	Sing	Bare	Dir	învățare
5209	învățare	învățare	Sing	Bare	Obl	învățări
5210	învățare	învățare	Sing	Def	Dir	învățarea
5211	învățare	învățare	Sing	Def	Obl	învățării
5212	învățare	învățare	Plur	Bare	Dir	învățări
5213	învățare	învățare	Plur	Bare	Obl	învățări
5214	învățare	învățare	Plur	Def	Dir	învățările
5215	învățare	învățare	Plur	Def	Obl	învățărilor
5216	portocală	portocală	Sing	Bare	Dir	portocală
5217	portocală	portocală	Sing	Bare	Obl	portocale
5218	portocală	portocală	Sing	Def	Dir	portocala
5219	portocală	portocală	Sing	Def	Obl	portocalei
5220	portocală	portocală	Plur	Bare	Dir	portocale
5221	portocală	portocală	Plur	Bare	Obl	portocale
5222	portocală	portocală	Plur	Def	Dir	portocalele
5223	portocală	portocală	Plur	Def	Obl	portocalelor
5224	an	an	Sing	Bare	Dir	an
5225	an	an	Sing	Bare	Obl	an
5226	an	an	Sing	Def	Dir	anul
5227	an	an	Sing	Def	Obl	anului
5228	an	an	Plur	Bare	Dir	ani
5229	an	an	Plur	Bare	Obl	ani
5230	an	an	Plur	Def	Dir	anii
5231	an	an	Plur	Def	Obl	anilor
5232	roșie	roșie	Sing	Bare	Dir	roșie
5233	roșie	roșie	Sing	Bare	Obl	
5234	roșie	roșie	Sing	Def	Dir	roșia
5235	roșie	roșie	Sing	Def	Obl	roșiei
5236	roșie	roșie	Plur	Bare	Dir	roșii
5237	roșie	roșie	Plur	Bare	Obl	roșii
5238	roșie	roșie	Plur	Def	Dir	roșiile
5239	roșie	roșie	Plur	Def	Obl	roșiilor
5240	credință	credință	Sing	Bare	Dir	credință
5241	credință	credință	Sing	Bare	Obl	credințe
5242	credință	credință	Sing	Def	Dir	credința
5243	credință	credință	Sing	Def	Obl	credinței
5244	credință	credință	Plur	Bare	Dir	credințe
5245	credință	credință	Plur	Bare	Obl	credințe
5246	credință	credință	Plur	Def	Dir	credințele
5247	credință	credință	Plur	Def	Obl	credințelor
5248	testare	testare	Sing	Bare	Dir	testare
5249	testare	testare	Sing	Bare	Obl	testări
5250	testare	testare	Sing	Def	Dir	testarea
5251	testare	testare	Sing	Def	Obl	testării
5252	testare	testare	Plur	Bare	Dir	testări
5253	testare	testare	Plur	Bare	Obl	testări
5254	testare	testare	Plur	Def	Dir	testările
5255	testare	testare	Plur	Def	Obl	testărilor
5256	chestionar	chestionar	Sing	Bare	Dir	chestionar
5257	chestionar	chestionar	Sing	Bare	Obl	chestionar
5258	chestionar	chestionar	Sing	Def	Dir	chestionarul
5259	chestionar	chestionar	Sing	Def	Obl	chestionarului
5260	chestionar	chestionar	Plur	Bare	Dir	chestionare
5261	chestionar	chestionar	Plur	Bare	Obl	chestionare
5262	chestionar	chestionar	Plur	Def	Dir	chestionarele
5263	chestionar	chestionar	Plur	Def	Obl	chestionarelor
5264	normă	normă	Sing	Bare	Dir	normă
5265	normă	normă	Sing	Bare	Obl	norme
5266	normă	normă	Sing	Def	Dir	norma
5267	normă	normă	Sing	Def	Obl	normei
5268	normă	normă	Plur	Bare	Dir	norme
5269	normă	normă	Plur	Bare	Obl	norme
5270	normă	normă	Plur	Def	Dir	normele
5271	normă	normă	Plur	Def	Obl	normelor
5272	legitimație	legitimație	Sing	Bare	Dir	legitimație
5273	legitimație	legitimație	Sing	Bare	Obl	legitimații
5274	legitimație	legitimație	Sing	Def	Dir	legitimația
5275	legitimație	legitimație	Sing	Def	Obl	legitimației
5276	legitimație	legitimație	Plur	Bare	Dir	legitimații
5277	legitimație	legitimație	Plur	Bare	Obl	legitimații
5278	legitimație	legitimație	Plur	Def	Dir	legitimațiile
5279	legitimație	legitimație	Plur	Def	Obl	legitimațiilor
5280	comparație	comparație	Sing	Bare	Dir	comparație
5281	comparație	comparație	Sing	Bare	Obl	comparații
5282	comparație	comparație	Sing	Def	Dir	comparația
5283	comparație	comparație	Sing	Def	Obl	comparației
5284	comparație	comparație	Plur	Bare	Dir	comparații
5285	comparație	comparație	Plur	Bare	Obl	comparații
5286	comparație	comparație	Plur	Def	Dir	comparațiile
5287	comparație	comparație	Plur	Def	Obl	comparațiilor
5288	șa	șa	Sing	Bare	Dir	șa
5289	șa	șa	Sing	Bare	Obl	șei
5290	șa	șa	Sing	Def	Dir	șaua
5291	șa	șa	Sing	Def	Obl	șeii
5292	șa	șa	Plur	Bare	Dir	șei
5293	șa	șa	Plur	Bare	Obl	șei
5294	șa	șa	Plur	Def	Dir	șeile
5295	șa	șa	Plur	Def	Obl	șeilor
5296	perdea	perdea	Sing	Bare	Dir	perdea
5297	perdea	perdea	Sing	Bare	Obl	perdele
5298	perdea	perdea	Sing	Def	Dir	perdeaua
5299	perdea	perdea	Sing	Def	Obl	perdelei
5300	perdea	perdea	Plur	Bare	Dir	perdele
5301	perdea	perdea	Plur	Bare	Obl	perdele
5302	perdea	perdea	Plur	Def	Dir	perdelele
5303	perdea	perdea	Plur	Def	Obl	perdelelor
5304	tărâm	tărâm	Sing	Bare	Dir	tărâm
5305	tărâm	tărâm	Sing	Bare	Obl	tărâm
5306	tărâm	tărâm	Sing	Def	Dir	tărâmul
5307	tărâm	tărâm	Sing	Def	Obl	tărâmului
5308	tărâm	tărâm	Plur	Bare	Dir	tărâmuri
5309	tărâm	tărâm	Plur	Bare	Obl	tărâmuri
5310	tărâm	tărâm	Plur	Def	Dir	tărâmurile
5311	tărâm	tărâm	Plur	Def	Obl	tărâmurilor
5312	para	para	Sing	Bare	Dir	para
5313	para	para	Sing	Bare	Obl	parale
5314	para	para	Sing	Def	Dir	paraua
5315	para	para	Sing	Def	Obl	paralei
5316	para	para	Plur	Bare	Dir	parale
5317	para	para	Plur	Bare	Obl	parale
5318	para	para	Plur	Def	Dir	paralele
5319	para	para	Plur	Def	Obl	paralelor
5320	haiduc	haiduc	Sing	Bare	Dir	haiduc
5321	haiduc	haiduc	Sing	Bare	Obl	haiduc
5322	haiduc	haiduc	Sing	Def	Dir	haiducul
5323	haiduc	haiduc	Sing	Def	Obl	haiducului
5324	haiduc	haiduc	Plur	Bare	Dir	haiduci
5325	haiduc	haiduc	Plur	Bare	Obl	haiduci
5326	haiduc	haiduc	Plur	Def	Dir	haiducii
5327	haiduc	haiduc	Plur	Def	Obl	haiducilor
5328	eroism	eroism	Sing	Bare	Dir	eroism
5329	eroism	eroism	Sing	Bare	Obl	eroism
5330	eroism	eroism	Sing	Def	Dir	eroismul
5331	eroism	eroism	Sing	Def	Obl	eroismului
5332	eroism	eroism	Plur	Bare	Dir	
5333	eroism	eroism	Plur	Bare	Obl	
5334	eroism	eroism	Plur	Def	Dir	
5335	eroism	eroism	Plur	Def	Obl	
5336	schemă	schemă	Sing	Bare	Dir	schemă
5337	schemă	schemă	Sing	Bare	Obl	scheme
5338	schemă	schemă	Sing	Def	Dir	schema
5339	schemă	schemă	Sing	Def	Obl	schemei
5340	schemă	schemă	Plur	Bare	Dir	scheme
5341	schemă	schemă	Plur	Bare	Obl	scheme
5342	schemă	schemă	Plur	Def	Dir	schemele
5343	schemă	schemă	Plur	Def	Obl	schemelor
5344	instituție	instituție	Sing	Bare	Dir	instituție
5345	instituție	instituție	Sing	Bare	Obl	instituții
5346	instituție	instituție	Sing	Def	Dir	instituția
5347	instituție	instituție	Sing	Def	Obl	instituției
5348	instituție	instituție	Plur	Bare	Dir	instituții
5349	instituție	instituție	Plur	Bare	Obl	instituții
5350	instituție	instituție	Plur	Def	Dir	instituțiile
5351	instituție	instituție	Plur	Def	Obl	instituțiilor
5352	ediție	ediție	Sing	Bare	Dir	ediție
5353	ediție	ediție	Sing	Bare	Obl	ediții
5354	ediție	ediție	Sing	Def	Dir	ediția
5355	ediție	ediție	Sing	Def	Obl	ediției
5356	ediție	ediție	Plur	Bare	Dir	ediții
5357	ediție	ediție	Plur	Bare	Obl	ediții
5358	ediție	ediție	Plur	Def	Dir	edițiile
5359	ediție	ediție	Plur	Def	Obl	edițiilor
5360	rucsac	rucsac	Sing	Bare	Dir	rucsac
5361	rucsac	rucsac	Sing	Bare	Obl	rucsac
5362	rucsac	rucsac	Sing	Def	Dir	rucsacul
5363	rucsac	rucsac	Sing	Def	Obl	rucsacului
5364	rucsac	rucsac	Plur	Bare	Dir	rucsacuri
5365	rucsac	rucsac	Plur	Bare	Obl	rucsacuri
5366	rucsac	rucsac	Plur	Def	Dir	rucsacurile
5367	rucsac	rucsac	Plur	Def	Obl	rucsacurilor
5368	curaj	curaj	Sing	Bare	Dir	curaj
5369	curaj	curaj	Sing	Bare	Obl	curaj
5370	curaj	curaj	Sing	Def	Dir	curajul
5371	curaj	curaj	Sing	Def	Obl	curajului
5372	curaj	curaj	Plur	Bare	Dir	curajuri
5373	curaj	curaj	Plur	Bare	Obl	curajuri
5374	curaj	curaj	Plur	Def	Dir	curajurile
5375	curaj	curaj	Plur	Def	Obl	curajurilor
5376	asalt	asalt	Sing	Bare	Dir	asalt
5377	asalt	asalt	Sing	Bare	Obl	asalt
5378	asalt	asalt	Sing	Def	Dir	asaltul
5379	asalt	asalt	Sing	Def	Obl	asaltului
5380	asalt	asalt	Plur	Bare	Dir	asalturi
5381	asalt	asalt	Plur	Bare	Obl	asalturi
5382	asalt	asalt	Plur	Def	Dir	asalturile
5383	asalt	asalt	Plur	Def	Obl	asalturilor
5384	folosire	folosire	Sing	Bare	Dir	folosire
5385	folosire	folosire	Sing	Bare	Obl	folosiri
5386	folosire	folosire	Sing	Def	Dir	folosirea
5387	folosire	folosire	Sing	Def	Obl	folosirii
5388	folosire	folosire	Plur	Bare	Dir	folosiri
5389	folosire	folosire	Plur	Bare	Obl	folosiri
5390	folosire	folosire	Plur	Def	Dir	folosirile
5391	folosire	folosire	Plur	Def	Obl	folosirilor
5392	vehicul	vehicul	Sing	Bare	Dir	vehicul
5393	vehicul	vehicul	Sing	Bare	Obl	vehicul
5394	vehicul	vehicul	Sing	Def	Dir	vehiculul
5395	vehicul	vehicul	Sing	Def	Obl	vehiculului
5396	vehicul	vehicul	Plur	Bare	Dir	vehicule
5397	vehicul	vehicul	Plur	Bare	Obl	vehicule
5398	vehicul	vehicul	Plur	Def	Dir	vehiculele
5399	vehicul	vehicul	Plur	Def	Obl	vehiculelor
5400	grafic	grafic	Sing	Bare	Dir	grafic
5401	grafic	grafic	Sing	Bare	Obl	grafic
5402	grafic	grafic	Sing	Def	Dir	graficul
5403	grafic	grafic	Sing	Def	Obl	graficului
5404	grafic	grafic	Plur	Bare	Dir	grafice
5405	grafic	grafic	Plur	Bare	Obl	grafice
5406	grafic	grafic	Plur	Def	Dir	graficele
5407	grafic	grafic	Plur	Def	Obl	graficelor
5408	leagăn	leagăn	Sing	Bare	Dir	leagăn
5409	leagăn	leagăn	Sing	Bare	Obl	leagăn
5410	leagăn	leagăn	Sing	Def	Dir	leagănul
5411	leagăn	leagăn	Sing	Def	Obl	leagănului
5412	leagăn	leagăn	Plur	Bare	Dir	leagăne
5413	leagăn	leagăn	Plur	Bare	Obl	leagăne
5414	leagăn	leagăn	Plur	Def	Dir	leagănele
5415	leagăn	leagăn	Plur	Def	Obl	leagănelor
5416	lumină	lumină	Sing	Bare	Dir	lumină
5417	lumină	lumină	Sing	Bare	Obl	lumini
5418	lumină	lumină	Sing	Def	Dir	lumina
5419	lumină	lumină	Sing	Def	Obl	luminii
5420	lumină	lumină	Plur	Bare	Dir	lumini
5421	lumină	lumină	Plur	Bare	Obl	lumini
5422	lumină	lumină	Plur	Def	Dir	luminile
5423	lumină	lumină	Plur	Def	Obl	luminelor
5424	învățătoare	învățătoare	Sing	Bare	Dir	învățătoare
5425	învățătoare	învățătoare	Sing	Bare	Obl	învățătoare
5426	învățătoare	învățătoare	Sing	Def	Dir	învățătoarea
5427	învățătoare	învățătoare	Sing	Def	Obl	învățătoarei
5428	învățătoare	învățătoare	Plur	Bare	Dir	învățătoare
5429	învățătoare	învățătoare	Plur	Bare	Obl	învățătoare
5430	învățătoare	învățătoare	Plur	Def	Dir	învățătoarele
5431	învățătoare	învățătoare	Plur	Def	Obl	învățătoarelor
5432	desen	desen	Sing	Bare	Dir	desen
5433	desen	desen	Sing	Bare	Obl	desen
5434	desen	desen	Sing	Def	Dir	desenul
5435	desen	desen	Sing	Def	Obl	desenului
5436	desen	desen	Plur	Bare	Dir	desene
5437	desen	desen	Plur	Bare	Obl	desene
5438	desen	desen	Plur	Def	Dir	desenele
5439	desen	desen	Plur	Def	Obl	desenelor
5440	recunoștință	recunoștință	Sing	Bare	Dir	recunoștință
5441	recunoștință	recunoștință	Sing	Bare	Obl	recunoștințe
5442	recunoștință	recunoștință	Sing	Def	Dir	recunoștința
5443	recunoștință	recunoștință	Sing	Def	Obl	recunoștinței
5444	recunoștință	recunoștință	Plur	Bare	Dir	recunoștințe
5445	recunoștință	recunoștință	Plur	Bare	Obl	recunoștințe
5446	recunoștință	recunoștință	Plur	Def	Dir	recunoștințele
5447	recunoștință	recunoștință	Plur	Def	Obl	recunoștințelor
5448	utilizator	utilizator	Sing	Bare	Dir	utilizator
5449	utilizator	utilizator	Sing	Bare	Obl	utilizator
5450	utilizator	utilizator	Sing	Def	Dir	utilizatorul
5451	utilizator	utilizator	Sing	Def	Obl	utilizatorului
5452	utilizator	utilizator	Plur	Bare	Dir	utilizatori
5453	utilizator	utilizator	Plur	Bare	Obl	utilizatori
5454	utilizator	utilizator	Plur	Def	Dir	utilizatorii
5455	utilizator	utilizator	Plur	Def	Obl	utilizatorilor
5456	plural	plural	Sing	Bare	Dir	plural
5457	plural	plural	Sing	Bare	Obl	plural
5458	plural	plural	Sing	Def	Dir	pluralul
5459	plural	plural	Sing	Def	Obl	pluralului
5460	plural	plural	Plur	Bare	Dir	plurale
5461	plural	plural	Plur	Bare	Obl	plurale
5462	plural	plural	Plur	Def	Dir	pluralele
5463	plural	plural	Plur	Def	Obl	pluralelor
5464	tristețe	tristețe	Sing	Bare	Dir	tristețe
5465	tristețe	tristețe	Sing	Bare	Obl	tristeți
5466	tristețe	tristețe	Sing	Def	Dir	tristețea
5467	tristețe	tristețe	Sing	Def	Obl	tristeței
5468	tristețe	tristețe	Plur	Bare	Dir	tristeți
5469	tristețe	tristețe	Plur	Bare	Obl	tristeți
5470	tristețe	tristețe	Plur	Def	Dir	tristețele
5471	tristețe	tristețe	Plur	Def	Obl	tristețelor
5472	moștenire	moștenire	Sing	Bare	Dir	moștenire
5473	moștenire	moștenire	Sing	Bare	Obl	moșteniri
5474	moștenire	moștenire	Sing	Def	Dir	moștenirea
5475	moștenire	moștenire	Sing	Def	Obl	moștenirii
5476	moștenire	moștenire	Plur	Bare	Dir	moșteniri
5477	moștenire	moștenire	Plur	Bare	Obl	moșteniri
5478	moștenire	moștenire	Plur	Def	Dir	moștenirile
5479	moștenire	moștenire	Plur	Def	Obl	moștenirilor
5480	stabilire	stabilire	Sing	Bare	Dir	stabilire
5481	stabilire	stabilire	Sing	Bare	Obl	stabiliri
5482	stabilire	stabilire	Sing	Def	Dir	stabilirea
5483	stabilire	stabilire	Sing	Def	Obl	stabilirii
5484	stabilire	stabilire	Plur	Bare	Dir	stabiliri
5485	stabilire	stabilire	Plur	Bare	Obl	stabiliri
5486	stabilire	stabilire	Plur	Def	Dir	stabilirile
5487	stabilire	stabilire	Plur	Def	Obl	stabilirilor
5488	politehnică	politehnică	Sing	Bare	Dir	politehnică
5489	politehnică	politehnică	Sing	Bare	Obl	politehnici
5490	politehnică	politehnică	Sing	Def	Dir	politehnica
5491	politehnică	politehnică	Sing	Def	Obl	politehnicii
5492	politehnică	politehnică	Plur	Bare	Dir	politehnici
5493	politehnică	politehnică	Plur	Bare	Obl	politehnici
5494	politehnică	politehnică	Plur	Def	Dir	politehnicile
5495	politehnică	politehnică	Plur	Def	Obl	politehnicilor
5496	acoperiș	acoperiș	Sing	Bare	Dir	acoperiș
5497	acoperiș	acoperiș	Sing	Bare	Obl	acoperiș
5498	acoperiș	acoperiș	Sing	Def	Dir	acoperișul
5499	acoperiș	acoperiș	Sing	Def	Obl	acoperișului
5500	acoperiș	acoperiș	Plur	Bare	Dir	acoperișuri
5501	acoperiș	acoperiș	Plur	Bare	Obl	acoperișuri
5502	acoperiș	acoperiș	Plur	Def	Dir	acoperișurile
5503	acoperiș	acoperiș	Plur	Def	Obl	acoperișurilor
5504	copiere	copiere	Sing	Bare	Dir	copiere
5505	copiere	copiere	Sing	Bare	Obl	copieri
5506	copiere	copiere	Sing	Def	Dir	copierea
5507	copiere	copiere	Sing	Def	Obl	copierii
5508	copiere	copiere	Plur	Bare	Dir	copieri
5509	copiere	copiere	Plur	Bare	Obl	copieri
5510	copiere	copiere	Plur	Def	Dir	copierile
5511	copiere	copiere	Plur	Def	Obl	copierilor
5512	pictură	pictură	Sing	Bare	Dir	pictură
5513	pictură	pictură	Sing	Bare	Obl	picturi
5514	pictură	pictură	Sing	Def	Dir	pictura
5515	pictură	pictură	Sing	Def	Obl	picturii
5516	pictură	pictură	Plur	Bare	Dir	picturi
5517	pictură	pictură	Plur	Bare	Obl	picturi
5518	pictură	pictură	Plur	Def	Dir	picturile
5519	pictură	pictură	Plur	Def	Obl	picturilor
5520	mers	mers	Sing	Bare	Dir	mers
5521	mers	mers	Sing	Bare	Obl	mers
5522	mers	mers	Sing	Def	Dir	mersul
5523	mers	mers	Sing	Def	Obl	mersului
5524	mers	mers	Plur	Bare	Dir	mersuri
5525	mers	mers	Plur	Bare	Obl	mersuri
5526	mers	mers	Plur	Def	Dir	mersurile
5527	mers	mers	Plur	Def	Obl	mersurilor
5528	inamic	inamic	Sing	Bare	Dir	inamic
5529	inamic	inamic	Sing	Bare	Obl	inamic
5530	inamic	inamic	Sing	Def	Dir	inamicul
5531	inamic	inamic	Sing	Def	Obl	inamicului
5532	inamic	inamic	Plur	Bare	Dir	inamici
5533	inamic	inamic	Plur	Bare	Obl	inamici
5534	inamic	inamic	Plur	Def	Dir	inamicii
5535	inamic	inamic	Plur	Def	Obl	inamicilor
5536	agenție	agenție	Sing	Bare	Dir	agenție
5537	agenție	agenție	Sing	Bare	Obl	agenții
5538	agenție	agenție	Sing	Def	Dir	agenția
5539	agenție	agenție	Sing	Def	Obl	agenției
5540	agenție	agenție	Plur	Bare	Dir	agenții
5541	agenție	agenție	Plur	Bare	Obl	agenții
5542	agenție	agenție	Plur	Def	Dir	agențiile
5543	agenție	agenție	Plur	Def	Obl	agențiilor
5544	răsplată	răsplată	Sing	Bare	Dir	răsplată
5545	răsplată	răsplată	Sing	Bare	Obl	răsplăți
5546	răsplată	răsplată	Sing	Def	Dir	răsplata
5547	răsplată	răsplată	Sing	Def	Obl	răsplății
5548	răsplată	răsplată	Plur	Bare	Dir	răsplăți
5549	răsplată	răsplată	Plur	Bare	Obl	răsplăți
5550	răsplată	răsplată	Plur	Def	Dir	răsplățile
5551	răsplată	răsplată	Plur	Def	Obl	răsplăților
5552	televizor	televizor	Sing	Bare	Dir	televizor
5553	televizor	televizor	Sing	Bare	Obl	televizor
5554	televizor	televizor	Sing	Def	Dir	televizorul
5555	televizor	televizor	Sing	Def	Obl	televizorului
5556	televizor	televizor	Plur	Bare	Dir	televizoare
5557	televizor	televizor	Plur	Bare	Obl	televizoare
5558	televizor	televizor	Plur	Def	Dir	televizoarele
5559	televizor	televizor	Plur	Def	Obl	televizoarelor
5560	barbar	barbar	Sing	Bare	Dir	barbar
5561	barbar	barbar	Sing	Bare	Obl	barbar
5562	barbar	barbar	Sing	Def	Dir	barbarul
5563	barbar	barbar	Sing	Def	Obl	barbarului
5564	barbar	barbar	Plur	Bare	Dir	barbari
5565	barbar	barbar	Plur	Bare	Obl	barbari
5566	barbar	barbar	Plur	Def	Dir	barbarii
5567	barbar	barbar	Plur	Def	Obl	barbarilor
5568	trăire	trăire	Sing	Bare	Dir	trăire
5569	trăire	trăire	Sing	Bare	Obl	trăiri
5570	trăire	trăire	Sing	Def	Dir	trăirea
5571	trăire	trăire	Sing	Def	Obl	trăirii
5572	trăire	trăire	Plur	Bare	Dir	trăiri
5573	trăire	trăire	Plur	Bare	Obl	trăiri
5574	trăire	trăire	Plur	Def	Dir	trăirile
5575	trăire	trăire	Plur	Def	Obl	trăirilor
5576	podoabă	podoabă	Sing	Bare	Dir	podoabă
5577	podoabă	podoabă	Sing	Bare	Obl	podoabe
5578	podoabă	podoabă	Sing	Def	Dir	podoaba
5579	podoabă	podoabă	Sing	Def	Obl	podoabei
5580	podoabă	podoabă	Plur	Bare	Dir	podoabe
5581	podoabă	podoabă	Plur	Bare	Obl	podoabe
5582	podoabă	podoabă	Plur	Def	Dir	podoabele
5583	podoabă	podoabă	Plur	Def	Obl	podoabelor
5584	culcare	culcare	Sing	Bare	Dir	culcare
5585	culcare	culcare	Sing	Bare	Obl	culcări
5586	culcare	culcare	Sing	Def	Dir	culcarea
5587	culcare	culcare	Sing	Def	Obl	culcării
5588	culcare	culcare	Plur	Bare	Dir	culcări
5589	culcare	culcare	Plur	Bare	Obl	culcări
5590	culcare	culcare	Plur	Def	Dir	culcările
5591	culcare	culcare	Plur	Def	Obl	culcărilor
5592	repetare	repetare	Sing	Bare	Dir	repetare
5593	repetare	repetare	Sing	Bare	Obl	repetări
5594	repetare	repetare	Sing	Def	Dir	repetarea
5595	repetare	repetare	Sing	Def	Obl	repetării
5596	repetare	repetare	Plur	Bare	Dir	repetări
5597	repetare	repetare	Plur	Bare	Obl	repetări
5598	repetare	repetare	Plur	Def	Dir	repetările
5599	repetare	repetare	Plur	Def	Obl	repetărilor
5600	salată	salată	Sing	Bare	Dir	salată
5601	salată	salată	Sing	Bare	Obl	sălăti
5602	salată	salată	Sing	Def	Dir	salata
5603	salată	salată	Sing	Def	Obl	salătii
5604	salată	salată	Plur	Bare	Dir	sălăti
5605	salată	salată	Plur	Bare	Obl	sălăti
5606	salată	salată	Plur	Def	Dir	sălătile
5607	salată	salată	Plur	Def	Obl	sălătilor
5608	cablu	cablu	Sing	Bare	Dir	cablu
5609	cablu	cablu	Sing	Bare	Obl	cablu
